,원문,번역문
465,"시간 있을 때 내게 전화해, 알았지?","Give me a call when you have time, alright?"
466,온산항 정화·복원사업은 울산지방해양수산청이 맡아 내년에 실시설계 사업비 12억원을 포함해 앞으로 5년에 걸쳐 모두 299억원의 국비를 지원받아 시행한다.,"The Ulsan Regional Office of Maritime Affairs and Fisheries will take charge of the purification and restoration project at Onsan Port and implement it next year with the support of total 29.9 billion won in national funds over the next five years, including 1.2 billion won for the working design project next year."
467,"‘일상성’과 ‘역사성’을 절묘하게 조합한 새 광장에는 미세먼지와 함께 또 다른 시간의 흔적이 쌓일 것이며, 머지않은 미래에 어느 시장은 비일상성과 현대성을 내걸고 다시 삽을 들 것이다.","The new square, a superb combination of ""Routine"" and ""Historical"", will have another vestige of time along with fine dust, and in the near future some markets will reopen under the slogan of non-routine and modernity."
468,이날 간담회는 ‘인보사’가 최근 미국 FDA로부터 임상 시료 사용 허가를 받아 미국 3상의 본격적인 돌입을 계획하고 있는 가운데 진행됐다.,"The meeting was held while 'Inbosa', who has been approved usage of clinic sample by the US FDA, recently planned genuine entering to the US Phase 3."
469,긴 머리에서 지금은 긴 단발 정도가 되신 거예요.,It was a long hairstyle but now a long bob.
470,"이번 공연을 다녀온 Angel의 말에 따르면 많은 사람들이 이른 시간부터 입장을 기다렸으며 비한인 한류 팬들도 많았지만, 한인 팬들의 모습도 많이 보였다고 한다.","According to Angel who went to the concert, many people waited for their entry from the early hours, and there were also many Koreans as well as many non-Korean Hallyu fans."
471,"청와대가 26일 김정은 북한 국무위원장의 서울 답방 시점에 관해 “북-미 2차 정상회담 전이 좋을 지, 후가 좋을 지 여러 생각과 판단이 필요한 시점”이라고 말했다.","The Cheong Wa Dae said on the 26th when Kim Jong-un, head of the DPRK secretary, visited Seoul. ""It is time to think and judge whether before or after the 2nd summit would be better."""
472,"그 이유는 사람마다 얼굴의 면적이 다르고 눈, 코, 귀 그리고 입의 위치가 조금씩 다르기 때문이에요.","That’s because everybody has different face sizes, positions of eyes, noses, ears, and mouths."
473,"검찰은 해당 경찰관에게 사기 방조와 직권남용의 혐의가 있다는 입장이지만, 경찰은 수사의 연장 선상에서 이뤄진 일이라며 강제성은 없었다고 반박하고 있다.","The prosecution says the police officers are accused of aid and abet the fraud and abusing their rights, but the police says it was done as an extension of the investigation without any compulsion."
474,인천에서 환자가 주사를 맞은 뒤 숨지는 사고가 잇따라 발생한 가운데 보건당국이 역학조사의 필요성을 확인해보겠다고 밝혔다.,"Amid a series of accidents in which patients die after being injected in Incheon, health authorities said they will check the need for an epidemiological investigation."
475,규제 이슈를 피하기 위해 은행과 파트너십을 맺을 가능성이 높다.,There is a high probability of partnering with banks to avoid regulatory issues.
476,"식품진흥기금의 융자대상은 구청장으로부터 식품위생영업허가(신고를 포함한다)를 받아 식품·위생영업을 하는 자로 한다. 다만, 다음 각호의 어느 하나에 해당하는 영업자는 제외 한다.","The persons eligible for the loan from the Food Promotion Fund shall be a person who engages in food and sanitary business after obtaining permission (including a report) on food sanitation business from the head of the Gu: Provided, That the business operators falling under any of the following subparagraphs shall be excluded herefrom:"
477,현실의 눈에는 돈과 권세를 가진 사람들이 세상 역사를 좌지우지하는 것 같지만 사실 하나님의 도구에 불과합니다.,"In the eyes of reality, people with money and power seem to control the history of the world, but they are, in fact, mere tools of God."
478,경기도는 양주에서 AI의심신고가 발생한 지난 20일부터 경기도 북부청사내에 6개반 25명으로 구성된 AI방역대책본부(본부장 도지사)를 운영하며 확산방지 노력을 기울여 왔다.,Gyeonggi-do Province has made efforts to prevent the spread by operating the AI Defense Response Headquarters consisting of 25 members in six groups in the northern government building of Gyeonggi-do Province since the last 20th when the AI suspicion was reported in Yangju.
479,우리 은행 홈페이지에 방문하셔서 다운받으시면 환율을 우대받을 수 있답니다.,"If you go onto our bank's website, you can download it and get a favorable exchange rate."
480,"대상은 혼인 3개월을 앞둔 예비 부부부터 혼인 뒤 5년이 지난 부부에 해당하며, 3억원 이하(수도권은 4억원 이하), 60㎡ 이하의 주택을 살 때 적용된다.",The couples who are waiting for their marriage in 3 months and those who have been married for 5 years will be targeted and the benefit is applied when they purchase a house of 60㎡ or smaller worth less than 300 million won (400 million won in the Seoul metropolitan area).
481,도지사는 다음 각 호의 어느 하나에 해당하는 경우에는 생태·경관보전지역의 전부 또는 일부에 대한 출입을 일정 기간 제한하거나 금지할 수 있다.,"In any of the following cases, the Do Governor may restrict or prohibit access to all or part of the ecological and landscape conservation area for a certain period:"
482,"“안타까운 서사를 가진 율과 홍심이 어떤 이유로 원득과 홍심으로 만나 혼인을 올리고 부부의 연을 맺게 되는지, 앞으로도 함께 지켜봐달라”고 당부했다.","They requested, ""Please observe with us how Yul and Hong-sim, who have had an unfortunate narrative, will meet as Won-deuk and Hong-sim to be married and become man and wife ."""
483,살펴보니 내부에 설치된 커다란 선풍기가 있는 곳에 밀집도가 높았다.,"After a quick look around, I found that a lot of them gathered densely beside a big fan installed inside."
484,"구청장은 평가결과 우수부서 및 공무원에 대하여 예산지원, 포상 등 필요한 조치를 할 수 있다.","The head of the Gu may take necessary measures, such as budgetary support, rewards, etc., for excellent departments and public officials as a result of the evaluation."
485,"매출 부진으로 고전하던 매장을 리뉴얼해 실적 반등은 물론, 상권 탈환까지 나서는 것으로, 업계 안팎에서는 이 같은 홈플러스 실험이 성공할지 주목하고 있다.","They are not only renovating the store that has been struggling with poor sales for the performance rebound but also trying to reclaim the commercial supremacy, and it is of interest inside and outside the industry to whether such an experiment of Homeplus will be successful."
486,직업 아이스하키 선수가 되면 또 고민의 시기가 다가온다.,"If you become a professional ice hockey player, the time you have a lot of worries is approaching again."
487,서울 서대문구(구청장 문석진)는 부산 경성대 건학기념관에서 열린 ‘제6회 한국지방정부 정책대상’에서 ‘신촌 박스퀘어’ 사업으로 대상을 받았다고 23일 밝혔다.,"Seodaemun-gu, Seoul (Head of gu, Mun Seok-jin) announced on the 23rd that it received the '6th Korea Local Government Policy Grand Prize' held at Kyungsung University Memorial Hall, Busan for its 'Shinchon Park Square' project."
488,방마다 와이파이를 다 이용할 수 있나요?,Is wifi available in every room?
489,부동산개발업체 서울디앤씨가 인천시 부평구 구 이마트 부평점 자리에 ‘트라이앵글 171’ 상업시설을 이달 공급한다고 6일 밝혔다.,"Real estate developer Seoul D&C announced on the 6th that it will supply ”Triangle 171” commercial facilities to the site of E-Mart's Bupyeong store in Bupyeong-gu, Incheon, on this month."
490,"입점이 완료된 기업들은 직접 RMS 접속 권한을 가질 수 있으며, 주체적으로 상점을 운영할 수 있다.","Once the entry is complete, companies can have direct RMS access and can operate the store independently."
491,‘작가가 만들어낸 날 것의 언어’를 ‘독자들이 읽고 싶은 책의 언어’로 바꿀 수 있도록 조언해 주는 사람이 바로 편집자다.,"It is the editor who advises to change ""the raw language that the author created"" to ""the language of the book that readers want to read."""
492,"불황기의 수요진작 정책은 전통적으로 정부의 재정지출 확대를 통해 이뤄졌는데, 이는 단기적으로 민간 수요에 거의 영향을 미치지 않으면서 총수요를 직접 늘리는 효과가 확실하다.","The demand-boosting policy of the recession has traditionally been achieved by the government's expanding fiscal expenditure, which in the short term has the effect of directly increasing aggregate demand with little impact on private demand."
493,열악한 농촌 시골교회에 새 신자가 늘기 시작한 것이다.,New believers began to grow in poor rural country churches.
494,쌀쌀한 계절에 니트와 함께 걸쳐 입기 좋습니다.,It is good to wear with a sweater on a chilly season.
495,회의는 불가피하게 연기되었습니다.,The meeting is postponed unavoidably.
496,난 허리에 나쁜 밝은 피부를 가지고 있어.,I got bad light skin on my waist.
497,"치아 교정을 진행하는 동안에 영어 수업을 등록하고, 영어 실력을 키우기 위해 노력하려고 해요.",I'm going to register an English class and try to improve my English skills while having braces on.
498,당시 운임이 쌀 한가마 값(7원56전)으로 굉장히 비쌌는데도 연간 탑승객(1936년 기준)이 약 15만 명을 넘겼다고 한다.,"Despite the fare being very expensive at the time, having the same price as a bag of rice (7 won 56 cents), it is said that the annual passengers (as of 1936) were over around 150,000."
499,"어제 말했던 것처럼, 샘플로 상품을 하나 가져갈까 고려 중입니다.","As I have told you yesterday, I am thinking of taking one product as a sample."
500,과학기술정보통신부가 주최하고 충남도와 국가과학기술인력개발원이 공동주관하는 이번 로드쇼는 지역혁신을 이끄는 미래기술과 미래직업 변화상에 대한 전문가들의 강연 등으로 진행된다.,"Hosted by the Ministry of Science and ICT and co-organized by Chungcheongnam-do Province and the Korea Institute of Human Resources Development in Science and Technology, the road show will be accompanied by lectures by experts on future technologies and future job changes that will lead regional innovation."
501,진심으로 자전거 사고를 줄이고자 한다면 간단한 방법이 있다.,"If you really want to reduce bicycle accidents, there is a simple way."
502,그러면 이 알고리즘이 적용될 수 없다는 건가요?,So this algorithm can't be applied?
503,이 가문의 사람들은 조선을 세우는 데에도 많은 공헌을 하였다.,Members of this family also made great contributions to the foundation of the Joseon dynasty (1932-1910).
504,1866년 병인양요에 즈음하여 전국적으로 전개된 위정척사 운동에 동조하여 의병부대를 조직하고자 했던 이들 중 운강 박시묵이 청도 지역의 대표적인 인물이다.,"Ungang Pak Simuk represents Cheongdo area amongst those who intended to organize the righteous army units, agreeing with the rejection of heterodoxy and protection of the right movement carried out at national level when the Foreign Disturbances of 1866 were emerged."
505,회사 매출의 대부분이 온라인 MD파트에서 나오기 때문에 관련 분야 경력과 노하우가 가장 많이 축적되어 있는 조직이다.,"Since most of the company's sales come from online Merchandisers, it is the unit with the most experience and know-how in related fields."
506,애초 6인 부회장의 대거 교체가 이뤄질 것이라는 전망이 우세했다.,"In the first place, the prospect that the six vice-chairmen will be replaced prevailed."
507,오 상무는 “CSR이 비용이 아니고 투자의 개념으로 받아들여져야 한다는 것을 유니레버의 사례가 잘 보여주고 있다”고 평가했다.,"The Unilever example demonstrates that CSR should be accepted as a concept of investment, not a cost,"" director Oh said."
508,단순히 포레시아가 자동차를 만드는데 부품을 공급하는데 그치는게 아니라 한국과 프랑스의 관계를 무궁무진한 발전으로 이끌어 나갈 것이라고 믿는다.,"I believe the Foresia will not only supply parts to make cars, but also lead the relationship between Korea and France for its endless development."
509,나중에 고급을 수강할 기회가 있으면 꼭 참가하겠다는 의지도 밝히면서 배우고 싶다면 제대로 배워야 하고 시간도 필요하다고 생각하며 이 과목을 수강한 후에 KPop을 더 좋아하게 되었다고 한다.,"She said if there was a chance for the advanced class, she certainly would join there. And she thought that if a person wanted to learn, the person should learn it properly, taking time, and after taking this class, she became more fond of K-pop."
510,증인의 진술을 듣던 검찰 측은 “변호인이 함정수사를 전제하고 증인에게 유도질문을 하고 있다”며 잘못된 부분이라고 소리를 높였다.,"The lawyer is posing a leading question to the witness on the premise of a trap investigation, the prosecution raised its voice while listening to the witness's statement."
511,설정에서 한국어로 변경 가능하다는 말이죠?,Do you mean it is possible to change to Korean at the settings?
512,나는 친구들이 집에 가길 원하지 않았어.,I didn't want my friends to go home.
513,사실 이곳 중앙아시아는 외제차의 관세와 세금이 한국만큼 많지 않아 고급차 구입이 용이한 점은 있다.,"In fact, Central Asia does not have as much tariffs and taxes on foreign cars as South Korea, so it is easy to purchase luxury cars."
514,새로 들어온 치킨 프랜차이즈가 있는데 평이 좋더군요.,"There's a new franchise chicken shop that's opened recently, and it's well received."
515,그는 “김장배추는 중앙주산지협의회 등을 통해 적정 재배 면적을 확보해 수급불안이 이어지지 않도록 관리할 것”이라고 강조했다.,"He stressed, “Kimjang cabbage will be managed by securing the proper planting area through the Central Main Production Site Council, etc., so that supply and demand anxiety will not continue.”"
516,보통 정말 진하게 화장을 많이 하시는군요.,"Usually, you do very thick makeup."
517,지난 4월 고점 대비 30% 넘게 주가가 급락한 삼성바이오로직스의 회계부정 문제는 제약·바이오 업종에 미치는 영향이 제한적일 것이란 분석이다.,"The analysts say that the accounting fraud problems of Samsung Biologics, which plunged more than 30% from its peak in April, will have a limited impact on the pharmaceutical and bio sectors."
518,"단품 구매 시 총 3개월 분의 생리대 4종 세트(총 137개)를 7만5000원에 구매할 수 있으며, 정기배송 선택 시 6% 할인(판매가 7만500원)과 무료배송 혜택을 제공한다.","When buying single items, the 4-type menstrual pad set (137 pads total) worth 3 months' use can be bought at 75 thousand won, and if the fixed period delivery is chosen, a 6% discount (selling price 70 thousand 500 won) and free shipping benefits are provided."
519,다음엔 참고해서 일본 여행을 준비하겠습니다.,I'll refer to it for your next trip to Japan.
520,"UAE에서 개최되는 대부분 한국 관련 행사들이 그러하지만, 행사 개최 시 홍보가 매우 절실해 보인다.","Like most Korea-related events in the UAE, the promotional effort is desperately demanded when hosting events."
521,"재해예방사업은 풍수해 등 재해로 인한 피해발생 시 피해액 대비 복구비가 과다하게 소요되는 것을 막고, 재해에 능동적으로 대처하기 위해 실시하는 사업이다.",The disaster prevention project is carried out to prevent excessive cost of recovery compared to damage caused by disasters such as storm and flood and to proactively cope with disasters.
522,한국 대기업의 터키법인 주재원이 현지인들로부터 피습을 당했다.,A resident employee at a Turkish subsidiary of a South Korean conglomerate was attacked by locals.
523,더불어민주당 김진표 당대표 후보가 13일 경남 김해시 봉하마을을 찾아 고 노무현 전 대통령 묘소를 참배하고 있다.,"Kim Jin-pyo, a candidate for the Democratic Party's representative has visited Bongha Village in Gimhae, Gyeongsangnam-do, on the 13th, and is paying respects at the grave of former President Roh Moo-hyun."
524,제가 그를 존경하게 된 이유로는 그가 ‘Ted'라는 곳에서 한 강의 때문입니다.,The reason why I respect him is because of the lecture he did in a place called 'Ted'.
525,가수 조영남이 작사·작곡하고 노래한 「화개장터」[1988년]는 경상남도 하동군과 전라남도 구례군을 가로지르는 섬진강과 화개장터를 배경으로 한 대중가요로 현재까지도 국민적인 사랑을 얻고 있다.,"Hwagae Market (1988), written, composed and sung by singer Cho Young-nam, is a popular song set in Hwagae market along the Seomjingang River in Hadong-gun, Gyeongsangnam-do and Gurye-gun in Jeollanam-do, and is still loved by people of the nation to this day."
526,사실상 굉장히 많은 건데 특히 호남지역 같은 경우 제외를 하고 본다면 굉장히 비율이 높은 거라고 볼 수 있습니다.,"It is practically significantly large in number, and the percentage can be said to be especially high as excluding the case of the Honam region."
527,12월 한달동안 주중 주말 식사 시 한 테이블에 웰컴드링크 뱅쇼를 최대 4잔까지 제공합니다.,"In December, complimentary Vin chaud will be offered up to 4 cups per table for weekday or weekend meals."
528,28일 이상 예약하려면 워시리스트에 추가하라고 오류가 떠요.,I get an error saying that I have to put it on my wishlist whenever I try to make a reservation that is longer than 28 days.
529,"김씨는 “원래 식사를 담당하려 했는데 관저 내실에서 직접 조리할 형편이 안 됐기 때문에 조리한 식사를 대통령에게 올리는 일을 했다""고 밝혔다.","Mr. Kim stated, ""I was originally in charge of preparing meals, but since it wasn't a proper condition to cook myself in the inner space of the official residence, I just served already cooked meal to the President."""
530,"아마 내 가방 안에 있을 거 같은데, 찾아봐 주겠니?","It's probably in my bag, can you look around for it?"
531,"오색축포가 터졌고, 베이스를 돌던 이승엽 또한 펄쩍펄쩍 뛰며 기뻐했다.","The five-colored cannon burst, and Lee Seung-yeop, who was running the bases, also jumped up and down and was delighted."
532,국회 패스트트랙(신속처리안건)으로 지정된 검·경 수사권 조정 법안에 반대 입장을 밝혔던 문무일 검찰총장이 4일 “자리에 연연하지 않는다”고 말했다.,"Prosecutor General Moon Moo-il, who opposed a bill to adjust the investigative authority of the prosecution and the police designated as a fast-track (agenda requiring rapid processing) at the National Assembly, said on the 4th, ""I do not dwell on the position."""
533,지금도 서울 온누리교회 오륜교회 남포교회 우리들교회 높은뜻정의교회 삼일교회 등 30여 교회의 성도들이 매년 굿윌스토어 기부캠페인에 참여하고 있다.,"Even now, members of about 30 churches, including the Seoul Onnuri Church, Oryun Church, Nampo Church, Wooridle Church, Mighty Will Jeongeui Church, and Samil Church, are participating in the Goodwill store donation campaign every year."
534,명예퇴직수당을 지급신청한 후에 「지방공무원법」 제2조제2항의 경력직공무원이 아닌 공무원으로 신분이 변동된 사람은 수당지급 신청대상에서 제외한다.,Persons whose status is changed to public officials who are not experienced public officials under Article 2 (2) of the Local Public Officials Act after filing an application for payment of an honorary retirement allowance shall be excluded from the application for allowance payment.
535,한 대형 잡지사에서 일하는 편집자는 “경제가 이제는 정치적”이라면서 경제 보도가 이전에는 정치 뉴스에 가해지는 수준의 제한을 받고 있다고 평가했다.,"An editor working for a major magazine said that ""The economy is now political"" and that economic reporting has previously been limited to the level of political news."
536,"충남 부여와 전북 고창은 올해 안에 농민수당을 지급할 계획이고, 강원도 양구 철원 춘천 등지에서도 농민수당에 대한 토론회, 설명회 등이 이어지고 있다.","Chungnam Buyeo and Jeonbuk Gochang plan to pay farmers allowance within this year, and debate and briefing sessions on farmers allowance are continuing in Gangwon-do including Chuncheon, Cheolwon, and Yanggu."
537,"그녀가 1월 열린 골든글로브 시상식에서 (미투 운동에 큰 영향을 받은) 강렬한 연설을 한 후, 팬들은 토크쇼 진행자 출신 윈프리가 차기 미국 대통령에 도전하길 희망했다.","After her intense speech (greatly influenced by the Me Too movement) at the Golden Globe Awards in January, the fans hoped that the talk show hostess Winfrey would challenge the next US president."
538,자신들의 재능으로 어린 축구 선수들에게 축구 지도를 한 포항 스틸러스 축구 선수들은 인도네시아 국민들에게 민간 외교자의 역할을 하며 한국이 가지고 있는 또 다른 모습을 잘 보여주었다고 생각한다.,I think that the Pohang Steelers soccer players who have coached young footballers with their talents showed another aspect of Korea as a civilian diplomat for the Indonesian people.
539,술에 취해 길에서 자던 남성을 도와주는 척 접근해 지갑과 휴대전화 등을 훔친 혐의로 10대 2명이 경찰에 붙잡혔다.,Two teenagers were arrested by police for allegedly approaching a drunk man sleeping on the street pretending to help and stealing his wallet and cell phone.
540,"그 주님이 온 우주의 창조주요, 섭리주이신 분임을 몰랐던 것입니다.","I didn't know that the Lord was the creator of the universe, the owner of Providence."
541,권아솔을 지도하고 있는 박창세 감독은 경기를 지켜본 후 “만수르 바르나위가 잘하는 것을 철저하게 통제하는 것이 기본 전략이다”라고 밝혔다.,"Manager Park Chang-se, who leads Kwon A-sol, said after watching the game, ""It is a basic strategy to thoroughly control what Mansour Varnawi is good at."""
542,인천해양경찰서에 따르면 오늘 오전 11시 17분쯤 영종도 왕산해수욕장 인근에서 항공기 1대가 조난됐다는 신고가 소방당국을 통해 해경에 접수됐습니다.,"According to the Incheon Maritime Police Station, a distress situation report of a plane near Wangsan Beach on Yeongjong Island was filed with the Coast Guard at around 11:17 a.m. today through the fire department."
543,진짜로 우리 집이 제일 편한 것 같아.,I really think our house is most comfortable.
544,"가톨릭의 본산인 바티칸 교황청이 있는 이탈리아의 주세페 콘테 총리는 이번 화재가 “프랑스와 모든 유럽인들의 마음에 타격을 줬다”고 했고, 제바스티안 쿠르츠 오스트리아 총리는 사상자가 없기를 기원했다.","Prime Minister Giuseppe Conte of Italy with the Vatican, which is home to Catholicism, said ""The fire had hit the hearts of France and all Europeans,"" while Austrian Prime Minister Sebastian Kurtz wished for no casualties."
545,치료제 시장이 합성 의약품에서 항체를 이용한 바이오 의약품 시장으로 변화하면서 한국세라믹기술원 융합바이오세라믹소재센터에 관심이 집중되고 있다.,"As the drug market changes from synthetic drugs to biopharmaceuticals using antibodies, attention is being paid to the Korea Institute of Ceramic Engineering & Technology’s Convergence Bio-ceramic Center."
546,부산에는 언제까지 벚꽃이 피어 있나요?,How long is the cherry blossom in Busan?
547,우리가 약속한 것 잊지 말아요.,Don't forget the thing we promised.
548,그림 그리는 일을 하고 싶었지만 그림 공부할 형편이 못됐습니다.,"I wanted to do painting, but I couldn't afford to study painting."
549,실손보험 손해율이 높더라도 정부가 정책을 밀어붙이면 카드사처럼 당할 수 밖에 없을 것이라는 것이 보험업계의 우려다.,"The insurance industry's concern is that even if the loss rate of loss insurance is high, if the government pushes ahead with its policy, it will be forced to suffer like a credit card company."
550,올 시즌 디에고 코스타와 알바로 모라타 등 다른 공격수들이 부진한 상황에서 유일하게 제 몫을 해냈다.,"This season, in the situation where Diego Costa and Alvaro Morata and other attackers were sluggish, he was the only one doing his part."
551,위원이 그 직무수행이 어려울 경우 본인의 요청이 있거나 위원장이 필요하다고 인정하면 위촉 해제 또는 교체할 수 있다.,"When a member is unable to perform his/her duties, he/she may be dismissed or replaced if he/she makes a request or the chairperson deems it necessary."
552,불량 거래처로 등록되면 귀사는 저희와 앞으로의 거래가 불가능해집니다.,"Once your company is registered as a poor client, your company would not be able to keep business with our company."
553,회사 규정을 체크하면 휴대폰 구매 기곗값은 500dollars로 제한되어 있습니다.,The cell phone purchase expense is limited to 500dollars based on company regulation.
554,‘하노이 노딜’ 이후 대미 협상에서 우위를 차지하기 위한 북미 기싸움이 가열되는 가운데 김정은 북한 국무위원장이 중·러와 밀착 강화에 나섰다.,"Amid a heated U.S.-North Korea war of nerves to gain an upper hand in negotiations with the U.S. after ""no deal in Hanoi,"" North Korean leader Kim Jong-un has stepped up close ties with China and Russia."
555,"곽 시장은 “자치분권이 화두로 떠오른 이 시대, 오산시가 독자성을 갖고 지속적으로 발전하기 위해서는 시민들의 시정에 대한 이해와 협력이 최우선적으로 필요하다”고 말했다.","Mayor Kwak said, “In this age of autonomous decentralization, Osan city needs to understand and cooperate with the citizens in order to develop independently and continuously.”"
556,살대를 이중결합해 건조판 살대가 쉽게 빠져버리는 단점도 해결했다.,It has also solved the disadvantage of double-combining the rods and easily removing the rods of the dry plate.
557,그 시간 동안 따릉이 배송은 발이 잡힐 수밖에 없다.,"During that time, the delivery of Ttareungi has to be delayed."
558,힐만 감독은 SK로부터 재계약 제의를 받았지만 개인 사정으로 고사해 이번 한국시리즈 무대가 한국에서의 마지막 무대가 된다.,"Hillman has been offered a renewal contract from SK, but he declined due to personal circumstances. The Korean series will be the last stage in Korea."
559,자신이 하는 일에 대한 자부심이 없었다면 피하고 싶은 일들입니다.,"If you don't have pride in what you're doing, you want to avoid it."
560,‘쇼메이커’ 허수의 신드라가 홀로 ‘브룩’ 이장훈의 리산드라를 처치했으나 곧바로 난입한 ‘드레드’ 이진혁의 카직스가 신드라를 응징했다.,"""'Showmaker' Heo Soo's Sindra solely defeated 'Brooke' Lee Jang-hoon's Lysandra, but soon rushed 'Dread' Lee Jin-hyuk's Kajicks punished Sindra."""
561,"개최 3년만인 2018년에 방문객 10만명, 연사수 300명이 넘을 정도로 유럽 내에서 뜨거운 관심을 받고 있다.","The number of visitors exceeds 100,000, and the number of speakers exceeds 300 in 2018, three years after the event, drawing keen attention in Europe."
562,봉투에 리플릿이랑 안내문 넣는 일과 라벨과 우표 붙이는 일로 나눠야 할 듯해.,I think we should divide the work into inserting the leaflets and notices inside the envelope and attaching the labels and stamps.
563,"경기도에는 지방자치단체와 공공기관이 운영하는 공공운영시설 338개소, 민간운영 시설 19개소 등 357개 물놀이형 수경시설이 있다.","Gyeonggi-do has 357 water sports facilities, including 338 public operation facilities and 19 private operation facilities operated by local governments and public institutions."
564,그것이 보여주는 문제가 있다는 생각이 들어서 함께 사회로 나와서 어른이 되어 살아가자라는 의미로 작업을 하고 있기 때문에 제목이 <어른이 되면>입니다.,"I think that there is a problem that it presents, so we are working together to come to society and live as an adult. That is why the work is named <If we become adults>."
565,우리는 이 부분에서 단수형을 사용합니다.,We use a singular form here.
566,오늘 일을 다 끝내도 내일 할 일은 또 있어.,"Even if I finished all of today's work, there is a work for me to do again tomorrow."
567,"방탄소년단, 엑소 등 K-Pop 아티스트들의 대형 사진과 음반을 판매하는 코너에도 많은 현지인들이 찾았다.",Many locals also visited sections that sell large photos and albums of K-Pop artists such as BTS and EXO.
568,나는 나중에라도 프랑스에 가고 싶어요.,I'd like to go to France later on.
569,헌법재판소가 오는 28일 종교적 이유 등으로 병역을 거부한 사람을 형사처분하는 조항이 헌법에 어긋나는지 여부를 7년 만에 다시 판단한다.,"On the 28th, the Constitutional Court will decide again in seven years whether the provisions for criminal prosecution of persons who refused military service for religious reasons, etc. are contrary to the Constitution."
570,"보성군은 전남체전 사상 최고 점수인 41,420점으로 개청 이래 최초로 종합 우승을 거머쥐었으며, 종합 2위를 차지한 여수와 2천점이 넘는 격차를 벌려 우승기를 획득했다.","Boseong-gun County won the overall title for the first time since its opening with a career-high of 41,420 points, as well as winning the championship with a gap of more than 2,000 points with Yeoju, which came in 2nd in the overall ranking."
571,공개된 사진 속에는 오정연이 필라테스에 열중하는 모습이 담겨져있다.,"In the released photo, Oh Jung-yeon is immersed in Pilates."
572,종잇조각이 게시판 상에 고정될 것입니다.,A piece of paper will be fixed on the panel.
573,"4명이 함께 하는 음악이 가장 완성도가 높고, 팬들도 원하는 것이라고 여겼던 폴 매카트니의 괴로움은 깊어졌다.","The pain of Paul McCartney, who was considered the most accomplished and wanted by fans, deepened."
574,이번 공연의 티켓은 약 200헤알(약 9만 원)에서 600헤알(약 27만 원)에 이르는 등 현지 팬들에게는 적지 않은 금액이었지만 해외 빅 스타 들이 이용하는 HSBC 아레나는 1만 5천 명 이상의 팬들로 가득 찼다.,"The Tickets of this concert cost from about BRL 200 (about KRW 90,000) to BRL 600 (about KRW 270,000), which was quite expensive for local fans, but the local HSBC Arena the world top stars used was crowded with more than 15,000 fans."
575,미 법원은 지난해 6월 불법 이민자 가족을 분리 수용하는 트럼프 행정부의 ‘무관용 정책’을 폐지하는 행정명령에 서명했다.,"In June last year, the U.S. court signed an executive order to abolish the Trump administration's ""zero-tolerance policy"" of separating families of illegal immigrants."
576,국방부는 육·해·공군 13개 부대에서 평일 일과 후 병사 외출을 허용하는 제도를 20일부터 10월 31일까지 시범운용한다고 19일 밝혔다.,"The Ministry of National Defense said on the 19th that 13 units of the Army, Navy and Air Force will test-run the system from 20 to Oct. 31 to allow soldiers to go out after a weekday work."
577,다른 국가들도 비슷하지만 우리의 경우에는 ‘단임제’라는 제도적 특성 때문에 퇴임 시기에 다가갈수록 하락의 속도가 더 가파르다.,"Other countries are similar, but in our case, due to the institutional nature of a ""single-term system,"" the pace of decline is steeper as the time of retirement approaches."
578,"위탁이 취소되거나 위탁기간이 만료가 되었을 때에는 수탁자는 구립어린이집에 속한 시설과 물품, 그 밖의 재산 전부를 구에 인도하여야 한다. 다만, 위탁기간 만료일 이전에 재위탁 약정을 한 경우에는 그러하지 아니하다.","When the entrustment is revoked or the entrustment period expires, the trustee shall deliver the facilities, goods and other property belonging to the Gu child care center to the Gu: Provided, That the foregoing shall not apply where a mutual agreement for re-entrustment is made prior to the expiration date of the period of entrustment."
579,"심의회는 정기회의와 임시회의로 구분하되 정기회의는 연간 구의회 회의 운영 기본 일정에 따라 구의회 개시 10일 전부터 30일 전까지의 기간 중에 소집하고, 임시회의는 소집할 필요가 있는 경우 의장이 소집한다.","The deliberation council shall be divided into regular meetings and special meetings, and a regular meeting shall be convened during the period from ten days to 30 days prior to the commencement of the Gu Council according to the basic schedule for the annual Gu Council meeting; and where it is necessary to convene a special meeting, the Chairperson shall convene."
580,"합법적인 방법만 쓰는 경우에도 한인들을 포함한 다수의 미국인들이 현재 SKY캐슬보다는 덜하지만 학교성적, SAT 점수 올리기와 에세이 쓰기를 위해 분야별로 과외비를 많이 쓰고 있다.","Only considering the legal cases, many Americans including Korean Americans currently spend a lot of money on different lessons including raising school grades and SAT scores and writing essays although it is less than that of the SKY Castle."
581,"취업 여성의 압도적 다수가 비정규직으로 최저임금에 머물러 있고, 최저임금인상이 여성노동자 임금 인상에 큰 영향을 주고 있기 때문입니다.","This is because the overwhelming majority of employed women remain at the minimum wage due to non-regular workers, and the rise in the minimum wage is having a significant impact on the increase in wages for female workers"
582,개통식은 오는 17일 오전 10시 30분 화명동 산성터널 요금소에서 오 시장 등이 참석한 가운데 열릴 예정이다.,The opening ceremony will be held at 10:30 a.m. on the 17th at the Sanseong Tunnel toll booth in Hwamyeong-dong with Mayor Oh and others attending.
583,당신은 어느 색을 쓸 건가요?,What color will you use?
