NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1524,메리츠 인버스 2X 미국채30년 ETN(H),12340,하락90,-0.72%,0,123,1000,0.00,3,N/A,N/A
1525,에셋플러스 코리아대장장이액티브,11210,하락225,-1.97%,0,123,1100,0.00,130,N/A,N/A
1526,삼성 레버리지 항셍테크 ETN(H),2050,하락15,-0.73%,0,123,6000,0.00,11509,N/A,N/A
1527,KBSTAR 삼성그룹Top3채권혼합블룸버그,10210,하락20,-0.20%,0,123,1200,0.00,3994,N/A,N/A
1528,신한 FnGuide 메타버스 ETN,6115,하락100,-1.61%,0,122,2000,0.00,82,N/A,N/A
1529,신한 인버스 금 선물 ETN(H),6110,하락20,-0.33%,0,122,2000,0.00,4932,N/A,N/A
1530,ARIRANG 고배당주채권혼합,11075,하락20,-0.18%,0,122,1100,0.00,1414,N/A,N/A
1531,TIGER 배당성장,16915,하락85,-0.50%,0,122,720,0.00,273,N/A,N/A
1532,KODEX MSCI KOREA ESG유니버설,10120,0,0.00%,0,121,1200,0.00,0,N/A,N/A
1533,KOSEF 미국S&P500,10990,상승50,+0.46%,0,121,1100,0.00,96,N/A,N/A
1534,HANARO KOFR금리액티브(합성),100375,0,0.00%,0,120,120,0.00,0,N/A,N/A
1535,신한 인버스 콩 선물 ETN(H),5965,0,0.00%,0,119,2000,0.00,0,N/A,N/A
1536,TRUE 인버스 베트남 VN30 선물 ETN(H),11915,0,0.00%,0,119,1000,0.00,0,N/A,N/A
1537,대신 인버스 밀 선물 ETN(H),11880,상승210,+1.80%,0,119,1000,0.00,5,N/A,N/A
1538,KB 인버스 2X 항셍테크 선물 ETN,11870,상승65,+0.55%,0,119,1000,0.00,14,N/A,N/A
1539,메리츠 인버스 미국채10년 ETN(H),11845,0,0.00%,0,118,1000,0.00,0,N/A,N/A
1540,KODEX Fn K-뉴딜디지털플러스,9850,하락20,-0.20%,0,118,1200,0.00,127,N/A,N/A
1541,TIMEFOLIO Korea플러스배당액티브,10550,하락105,-0.99%,0,118,1120,0.00,418,N/A,N/A
1542,ACE 일본TOPIX레버리지(H),23615,하락135,-0.57%,0,118,500,0.00,100,N/A,N/A
1543,HANARO Fn K-반도체,8115,하락95,-1.16%,0,118,1450,0.00,3314,N/A,N/A
1544,ARIRANG S&P글로벌인프라,14700,0,0.00%,0,118,800,0.00,11,N/A,N/A
1545,TRUE S&P500 양매도 4% OTM ETN(H),11710,0,0.00%,0,117,1000,0.00,0,N/A,N/A
1546,대덕1우,9640,상승160,+1.69%,500,117,1212,0.02,25,17.56,N/A
1547,삼성 인버스 항셍테크 ETN(H),11655,0,0.00%,0,117,1000,0.00,0,N/A,N/A
1548,신한 달러인덱스 선물 ETN(H),11645,0,0.00%,0,116,1000,0.00,0,N/A,N/A
1549,메리츠 대표 농산물 선물 ETN(H),11645,하락70,-0.60%,0,116,1000,0.00,1,N/A,N/A
1550,미래에셋 천연가스 선물 ETN(H),2910,하락155,-5.06%,0,116,4000,0.00,67456,N/A,N/A
1551,KODEX 구리선물(H),7270,0,0.00%,0,116,1600,0.00,920,N/A,N/A
1552,미래에셋 FnGuide 부산엑스포 추가수익 ETN,11595,0,0.00%,0,116,1000,0.00,0,N/A,N/A
1553,KB S&P 유럽탄소배출권 선물 ETN(H),11535,0,0.00%,0,115,1000,0.00,0,N/A,N/A
1554,TRUE 인버스 플래티넘 선물 ETN,11435,하락55,-0.48%,0,114,1000,0.00,3,N/A,N/A
1555,메리츠 인버스 미국채30년 ETN(H),11415,0,0.00%,0,114,1000,0.00,0,N/A,N/A
1556,삼성 KRX 2차전지 K-뉴딜 ETN,11390,하락15,-0.13%,0,114,1000,0.00,158,N/A,N/A
1557,ACE 멕시코MSCI(합성),14170,상승135,+0.96%,0,113,800,0.00,10,N/A,N/A
1558,TRUE 인버스 은 선물 ETN,11330,상승40,+0.35%,0,113,1000,0.00,40,N/A,N/A
1559,삼성 인버스 코스피 200 선물 ETN,11285,상승90,+0.80%,0,113,1000,0.00,450,N/A,N/A
1560,파워 코스피100,25595,하락160,-0.62%,0,113,440,0.00,4,N/A,N/A
1561,TIGER KRX300,16085,0,0.00%,0,113,700,0.00,0,N/A,N/A
1562,SOL 차이나육성산업액티브(합성),8660,상승35,+0.41%,0,113,1300,0.00,142,N/A,N/A
1563,성신양회우,15270,하락330,-2.12%,5000,112,736,3.45,11934,-14.52,N/A
1564,KODEX 미국클린에너지나스닥,8615,하락150,-1.71%,0,112,1300,1.83,4583,N/A,N/A
1565,KB 레버리지 금 선물 ETN(H),22395,0,0.00%,0,112,500,0.00,0,N/A,N/A
1566,SOL KRX300,15980,하락70,-0.44%,0,112,700,0.00,2,N/A,N/A
1567,TRUE 유로스탁스50 양매도 5% OTM ETN(H),11180,0,0.00%,0,112,1000,0.00,0,N/A,N/A
1568,ARIRANG 우량회사채50 1년,111585,하락30,-0.03%,0,112,100,0.00,117,N/A,N/A
1569,미래에셋 인도네시아 Top5 ETN,11125,상승20,+0.18%,0,111,1000,0.00,14,N/A,N/A
1570,메리츠 레버리지 국채5년 ETN,11075,0,0.00%,0,111,1000,0.00,0,N/A,N/A
1571,하나 인버스 2X 옥수수 선물 ETN(H),11070,0,0.00%,0,111,1000,0.00,0,N/A,N/A
1572,DB하이텍1우,98500,하락2900,-2.86%,5000,111,112,1.08,217,7.85,N/A
1573,TIGER 일본TOPIX(합성 H),17195,0,0.00%,0,110,640,0.00,201,N/A,N/A
1574,TIGER 한중전기차(합성),11560,하락80,-0.69%,0,110,950,0.00,51,N/A,N/A
1575,KODEX 미국나스닥100선물인버스(H),11540,하락10,-0.09%,0,110,950,2.17,18228,N/A,N/A
1576,KODEX 미국S&P500금융,10945,상승120,+1.11%,0,109,1000,0.00,55,N/A,N/A
1577,TRUE 인버스 금 선물 ETN,10935,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1578,삼성 금 선물 ETN(H),10935,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1579,KODEX KTOP30,18185,하락55,-0.30%,0,109,600,0.00,21,N/A,N/A
1580,신한 인버스 구리 선물 ETN(H),5445,상승5,+0.09%,0,109,2000,0.00,403,N/A,N/A
1581,메리츠 인버스 2X 국채10년 ETN,10890,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1582,TRUE 인버스 HSCEI ETN(H) B,10890,0,0.00%,0,109,1000,0.00,0,N/A,N/A
1583,메리츠 금 선물 ETN(H),10865,하락35,-0.32%,0,109,1000,0.00,52,N/A,N/A
1584,TRUE 은 선물 ETN,10865,상승115,+1.07%,0,109,1000,0.00,7,N/A,N/A
1585,KB KRX ESG Eco ETN,10860,하락55,-0.50%,0,109,1000,0.00,2,N/A,N/A
1586,QV US 500 월간레버리지 ETN(H),21655,0,0.00%,0,108,500,0.00,0,N/A,N/A
1587,QV iSelect-WG 그린에너지 ESG ETN,10825,0,0.00%,0,108,1000,0.00,0,N/A,N/A
1588,신한 인버스 2X 미국달러 선물 ETN,5410,하락15,-0.28%,0,108,2000,0.00,1114,N/A,N/A
1589,넥센우,3005,하락10,-0.33%,500,108,3601,13.65,28,9.82,N/A
1590,삼양사우,29100,상승200,+0.69%,5000,108,370,6.36,1,4.51,N/A
1591,ACE 원자력테마딥서치,11960,상승145,+1.23%,0,108,900,0.05,5089,N/A,N/A
1592,KODEX 미국S&P500헬스케어,10760,상승75,+0.70%,0,108,1000,0.00,369,N/A,N/A
1593,KBSTAR 국채선물5년추종,48460,상승75,+0.16%,0,108,222,0.00,1,N/A,N/A
1594,TRUE FnGuide IoT ETN,10700,하락85,-0.79%,0,107,1000,0.00,2,N/A,N/A
1595,KTOP 코스피50,23775,상승45,+0.19%,0,107,450,0.00,33,N/A,N/A
1596,신한 인버스 Russell 2000 ETN,10685,0,0.00%,0,107,1000,0.00,0,N/A,N/A
1597,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,10670,하락40,-0.37%,0,107,1000,0.00,1088,N/A,N/A
1598,TRUE 레버리지 베트남 VN30 선물 ETN(H),10650,하락135,-1.25%,0,106,1000,0.00,1165,N/A,N/A
1599,메리츠 인버스 국채10년 ETN,10630,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1600,대신 2X 철광석 선물 ETN(H),10625,하락115,-1.07%,0,106,1000,0.00,1,N/A,N/A
1601,KODEX 미국S&P500필수소비재,10620,하락15,-0.14%,0,106,1000,0.00,154,N/A,N/A
1602,메리츠 국채5년 ETN,10615,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1603,JW중외제약우,31650,상승50,+0.16%,2500,106,335,0.02,7,24.05,N/A
1604,KODEX 미국S&P500경기소비재,10610,상승80,+0.76%,0,106,1000,0.00,17,N/A,N/A
1605,TRUE 구리 선물 ETN,10600,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1606,메리츠 레버리지 국채3년 ETN,10565,0,0.00%,0,106,1000,0.00,0,N/A,N/A
1607,KBSTAR KRX300,16215,하락10,-0.06%,0,105,650,0.00,19,N/A,N/A
1608,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,10530,하락35,-0.33%,0,105,1000,0.00,10166,N/A,N/A
1609,KOSEF 물가채KIS,105280,하락20,-0.02%,0,105,100,0.00,6,N/A,N/A
1610,KBSTAR 미국고정배당우선증권ICE TR,10025,상승70,+0.70%,0,105,1050,0.00,5,N/A,N/A
1611,QV S&P500 버퍼10% 3월 ETN(H),10480,0,0.00%,0,105,1000,0.00,0,N/A,N/A
1612,삼성 인버스 2X 은 선물 ETN(H),1045,하락30,-2.79%,0,104,10000,0.10,21453,N/A,N/A
1613,TRUE 플래티넘 선물 ETN,10435,상승175,+1.71%,0,104,1000,0.00,985,N/A,N/A
1614,QV S&P500 버퍼10% 6월 ETN(H),10390,0,0.00%,0,104,1000,0.00,0,N/A,N/A
1615,메리츠 국채3년 ETN,10370,0,0.00%,0,104,1000,0.00,0,N/A,N/A
1616,SK증권우,2650,하락25,-0.93%,500,104,3913,0.37,967,132.50,N/A
1617,메리츠 3X 레버리지 국채5년 ETN,20585,0,0.00%,0,103,500,0.00,0,N/A,N/A
1618,미래에셋 인도네시아 금속&에너지 Top5 ETN,10290,상승80,+0.78%,0,103,1000,0.00,4,N/A,N/A
1619,QV S&P500 버퍼10% 12월 ETN(H),10280,0,0.00%,0,103,1000,0.00,0,N/A,N/A
1620,ACE 싱가포르리츠,12850,하락40,-0.31%,0,103,800,0.02,1184,N/A,N/A
1621,에셋플러스 글로벌대장장이액티브,10920,상승20,+0.18%,0,103,940,0.00,4,N/A,N/A
1622,KODEX 일본TOPIX100,17055,0,0.00%,0,102,600,0.00,6,N/A,N/A
1623,메리츠 3X 레버리지 국채3년 ETN,20430,하락80,-0.39%,0,102,500,0.00,60,N/A,N/A
1624,하나 iSelect-WG 탄소중립 ESG ETN,10190,0,0.00%,0,102,1000,0.00,0,N/A,N/A
1625,메리츠 인버스 구리 선물 ETN(H),10185,0,0.00%,0,102,1000,0.00,0,N/A,N/A
1626,SOL 24-06 국고채액티브,101770,상승30,+0.03%,0,102,100,0.00,3,N/A,N/A
1627,TIGER 한중반도체(합성),11965,0,0.00%,0,102,850,0.00,0,N/A,N/A
1628,HANARO 탄소효율그린뉴딜,8420,0,0.00%,0,101,1200,0.00,0,N/A,N/A
1629,메리츠 은 선물 ETN(H),10095,0,0.00%,0,101,1000,0.00,0,N/A,N/A
1630,TIGER 글로벌사이버보안INDXX,9345,하락20,-0.21%,0,101,1080,5.61,32,N/A,N/A
1631,삼성 인버스 구리 선물 ETN(H),10090,0,0.00%,0,101,1000,0.00,0,N/A,N/A
1632,SOL 유럽탄소배출권선물S&P(H),14380,하락90,-0.62%,0,101,700,0.00,152,N/A,N/A
1633,메리츠 3X 레버리지 국채10년 ETN,20130,하락175,-0.86%,0,101,500,0.00,101,N/A,N/A
1634,ARIRANG 200선물인버스2X,5295,상승10,+0.19%,0,101,1900,0.51,4247,N/A,N/A
1635,마이다스 KoreaStock액티브,19085,0,0.00%,0,100,525,0.00,0,N/A,N/A
1636,삼성 은 선물 ETN(H),9980,0,0.00%,0,100,1000,0.00,0,N/A,N/A
1637,대신 S&P500 VIX S/T 선물 ETN,9950,하락80,-0.80%,0,100,1000,0.00,596,N/A,N/A
1638,KODEX 200동일가중,10970,상승5,+0.05%,0,99,900,0.00,1,N/A,N/A
1639,메리츠 인버스 3X 국채3년 ETN,19725,0,0.00%,0,99,500,0.00,0,N/A,N/A
1640,KODEX 미국ETF산업Top10 Indxx,11600,상승110,+0.96%,0,99,850,0.00,1515,N/A,N/A
1641,TIGER 유로스탁스레버리지(합성 H),9835,상승75,+0.77%,0,98,1000,0.00,33,N/A,N/A
1642,메리츠 인버스 3X 국채10년 ETN,19615,상승115,+0.59%,0,98,500,0.00,8,N/A,N/A
1643,메리츠 인버스 3X 국채5년 ETN,19555,0,0.00%,0,98,500,0.00,0,N/A,N/A
1644,KODEX 혁신기술테마액티브,12215,0,0.00%,0,98,800,0.00,51,N/A,N/A
1645,TRUE 블룸버그 인도네시아 대표원자재 ETN,9770,하락50,-0.51%,0,98,1000,0.00,99,N/A,N/A
1646,KODEX MSCI Korea,16250,0,0.00%,0,98,600,0.00,0,N/A,N/A
1647,KB 인버스 2X S&P 500 선물 ETN,9730,상승75,+0.78%,0,97,1000,0.00,2,N/A,N/A
1648,TRUE 인버스 2X S&P500 선물 ETN(H),1945,하락5,-0.26%,0,97,5000,0.00,4838,N/A,N/A
1649,KODEX TDF2030액티브,10775,상승10,+0.09%,0,97,900,0.00,41,N/A,N/A
1650,KOSEF 국고채10년레버리지,107620,하락740,-0.68%,0,97,90,0.00,131,N/A,N/A
1651,하나 코스닥150 선물 ETN,9675,하락145,-1.48%,0,97,1000,0.00,2,N/A,N/A
1652,메리츠 인버스 국채5년 ETN,9670,0,0.00%,0,97,1000,0.00,0,N/A,N/A
1653,메리츠 인버스 2X 국채3년 ETN,9670,0,0.00%,0,97,1000,0.00,0,N/A,N/A
1654,삼성 인버스 나스닥 100 ETN(H),9670,상승20,+0.21%,0,97,1000,0.00,62,N/A,N/A
1655,TIGER 200커버드콜ATM,8765,상승15,+0.17%,0,96,1100,0.00,6394,N/A,N/A
1656,KOSEF KRX100,5340,0,0.00%,0,96,1800,0.00,80,N/A,N/A
1657,KODEX 미국S&P바이오(합성),23630,상승465,+2.01%,0,96,406,0.00,1147,N/A,N/A
1658,ARIRANG KRX300,15980,0,0.00%,0,96,600,0.00,0,N/A,N/A
1659,KOSEF 미국달러선물인버스,8925,하락25,-0.28%,0,95,1070,0.00,570,N/A,N/A
1660,하나 인버스 2X 코스닥150 선물 ETN,9505,상승320,+3.48%,0,95,1000,0.00,1893,N/A,N/A
1661,신한 레버리지 Russell 2000 ETN,9495,상승35,+0.37%,0,95,1000,0.00,510,N/A,N/A
1662,ACE 미국IT인터넷S&P(합성 H),11850,하락75,-0.63%,0,95,800,0.00,3,N/A,N/A
1663,KBSTAR KRX300레버리지,13525,상승200,+1.50%,0,95,700,0.00,1,N/A,N/A
1664,삼성 인버스 China A50 선물 ETN(H),9460,0,0.00%,0,95,1000,0.00,0,N/A,N/A
1665,하나 인버스 2X 콩 선물 ETN(H),9460,상승125,+1.34%,0,95,1000,0.00,2390,N/A,N/A
1666,삼성 구리 선물 ETN(H),9455,0,0.00%,0,95,1000,0.00,0,N/A,N/A
1667,TRUE 코스닥 150 ETN,9450,하락135,-1.41%,0,94,1000,0.00,2,N/A,N/A
1668,대신 인버스 2X 코스닥 150 선물 ETN,9445,상승255,+2.77%,0,94,1000,0.00,1628,N/A,N/A
1669,메리츠 구리 선물 ETN(H),9425,0,0.00%,0,94,1000,0.00,0,N/A,N/A
1670,SOL 차이나태양광CSI(합성),7835,상승5,+0.06%,0,94,1200,0.00,216,N/A,N/A
1671,TRUE 블룸버그 WTI원유 선물 ETN,9395,하락165,-1.73%,0,94,1000,0.00,2,N/A,N/A
1672,삼성 블룸버그 WTI원유 선물 ETN,9350,하락195,-2.04%,0,94,1000,0.00,2,N/A,N/A
1673,ACE 글로벌브랜드TOP10블룸버그,11660,상승10,+0.09%,0,93,800,0.00,152,N/A,N/A
1674,TRUE 인버스 유로스탁스50 ETN(H) C,9325,0,0.00%,0,93,1000,0.00,0,N/A,N/A
1675,삼성 나스닥 100 ETN(H),9280,하락35,-0.38%,0,93,1000,0.00,2,N/A,N/A
1676,삼성 인버스 금 선물 ETN(H),9270,0,0.00%,0,93,1000,0.00,0,N/A,N/A
1677,ACE 레버리지,6595,하락20,-0.30%,0,92,1400,0.02,407,N/A,N/A
1678,ARIRANG 고배당저변동50,11535,하락5,-0.04%,0,92,800,0.00,5,N/A,N/A
1679,TREX 펀더멘탈 200,36785,0,0.00%,0,92,250,0.08,0,N/A,N/A
1680,메리츠 인버스 2X 국채5년 ETN,9190,0,0.00%,0,92,1000,0.00,0,N/A,N/A
1681,메리츠 인버스 은 선물 ETN(H),9175,0,0.00%,0,92,1000,0.00,0,N/A,N/A
1682,KODEX 미국스마트모빌리티S&P,5725,하락35,-0.61%,0,92,1600,0.00,681,N/A,N/A
1683,삼성 인버스 코스닥 150 선물 ETN,9160,상승130,+1.44%,0,92,1000,0.00,2630,N/A,N/A
1684,FOCUS 혁신기업액티브,8290,0,0.00%,0,91,1100,0.00,0,N/A,N/A
1685,KODEX Fn웹툰&드라마,5050,하락70,-1.37%,0,91,1800,0.00,7285,N/A,N/A
1686,하나 인버스 코스닥150 선물 ETN,9060,상승70,+0.78%,0,91,1000,0.00,2,N/A,N/A
1687,ARIRANG 200선물레버리지,30195,하락140,-0.46%,0,91,300,0.00,114,N/A,N/A
1688,ACE 미국달러단기채권액티브,10040,상승25,+0.25%,0,90,900,0.00,111,N/A,N/A
1689,TIGER 미국나스닥넥스트100,10620,0,0.00%,0,90,850,5.44,0,N/A,N/A
1690,삼성 인버스 은 선물 ETN(H),9010,하락115,-1.26%,0,90,1000,0.00,87,N/A,N/A
1691,KB 인버스 2X 구리 선물 ETN(H),18010,하락105,-0.58%,0,90,500,0.00,40,N/A,N/A
1692,메리츠 레버리지 국채10년 ETN,8995,0,0.00%,0,90,1000,0.00,0,N/A,N/A
1693,ACE 미국하이일드액티브(H),9960,하락30,-0.30%,0,90,900,0.00,20140,N/A,N/A
1694,메리츠 인버스 3X 국채30년 ETN,44690,상승580,+1.31%,0,89,200,0.00,1627,N/A,N/A
1695,메리츠 CSI 300 ETN,8895,0,0.00%,0,89,1000,0.00,0,N/A,N/A
1696,TIGER S&P글로벌인프라(합성),12640,0,0.00%,0,88,700,0.00,416,N/A,N/A
1697,신한 인버스 달러인덱스 선물 ETN(H),8790,상승25,+0.29%,0,88,1000,0.00,12,N/A,N/A
1698,대신 2X 알루미늄 선물 ETN(H),8790,상승190,+2.21%,0,88,1000,0.00,33,N/A,N/A
1699,KOSEF 미국나스닥100(H),10980,상승10,+0.09%,0,88,800,0.00,11779,N/A,N/A
1700,KOSEF Fn중소형,21930,하락110,-0.50%,0,88,400,0.00,5,N/A,N/A
1701,KBSTAR 미국빅데이터Top3채권혼합iSelect,10955,상승25,+0.23%,0,88,800,0.00,798,N/A,N/A
1702,삼성 FnGuide 웹 3.0 ETN,8760,하락40,-0.45%,0,88,1000,0.00,2,N/A,N/A
1703,ACE 중장기국공채액티브,98425,상승35,+0.04%,0,88,89,0.00,1,N/A,N/A
1704,KODEX 콩선물(H),14545,하락60,-0.41%,0,87,600,0.00,27,N/A,N/A
1705,KBSTAR KQ고배당,13420,하락95,-0.70%,0,87,650,0.00,230,N/A,N/A
1706,메리츠 미국채30년 ETN(H),8715,상승30,+0.35%,0,87,1000,0.00,126,N/A,N/A
1707,TREX 200,34510,하락110,-0.32%,0,86,250,0.00,1,N/A,N/A
1708,KOSEF 미국S&P500(H),10765,상승5,+0.05%,0,86,800,0.00,95,N/A,N/A
1709,미래에셋 인버스 에너지화학 Core5 ETN,4300,0,0.00%,0,86,2000,0.00,0,N/A,N/A
1710,ACE 중국본토CSI300레버리지(합성),3905,상승5,+0.13%,0,86,2200,3.88,5637,N/A,N/A
1711,KB FnGuide 언택트 ETN,8590,하락5,-0.06%,0,86,1000,0.00,2,N/A,N/A
1712,일양약품우,19300,상승110,+0.57%,2500,86,445,0.27,10,19.59,N/A
1713,TIGER 우선주,12185,하락110,-0.89%,0,85,700,0.00,3164,N/A,N/A
1714,HANARO KAP초장기국고채,38350,하락90,-0.23%,0,85,222,0.00,410,N/A,N/A
1715,TIMEFOLIO K컬처액티브,7700,하락130,-1.66%,0,85,1100,0.00,84,N/A,N/A
1716,HANARO CAPEX설비투자iSelect,10550,하락15,-0.14%,0,84,800,0.00,1,N/A,N/A
1717,KB 레버리지 은 선물 ETN(H),16855,0,0.00%,0,84,500,0.00,0,N/A,N/A
1718,덕성우,6040,하락50,-0.82%,500,84,1392,1.09,261,41.09,N/A
1719,SOL 미국TOP5채권혼합40 Solactive,10505,상승20,+0.19%,0,84,800,0.00,290,N/A,N/A
1720,ARIRANG 미국S&P500,10495,상승25,+0.24%,0,84,800,0.00,168,N/A,N/A
1721,신한 인버스 은 선물 ETN(H),4185,하락65,-1.53%,0,84,2000,0.00,105,N/A,N/A
1722,KODEX 한중전기차(합성),11890,0,0.00%,0,83,700,0.00,11,N/A,N/A
1723,TIGER 이머징마켓MSCI레버리지(합성 H),7295,0,0.00%,0,83,1140,0.00,0,N/A,N/A
1724,KOSEF 블루칩,8315,하락5,-0.06%,0,83,1000,0.00,108,N/A,N/A
1725,HANARO 글로벌워터MSCI(합성),10375,상승120,+1.17%,0,83,800,0.00,1,N/A,N/A
1726,크라운제과우,10720,하락20,-0.19%,200,83,774,0.46,453,5.27,N/A
1727,삼성 코스피 양매도 5% OTM ETN,8285,0,0.00%,0,83,1000,0.00,0,N/A,N/A
1728,KOSEF 200선물인버스2X,2635,상승20,+0.76%,0,83,3140,0.00,34432,N/A,N/A
1729,삼성 KRX 리츠 TOP10 월배당 ETN,8260,하락35,-0.42%,0,83,1000,0.00,382,N/A,N/A
1730,신한 인버스 2X Russell 2000 ETN,8260,상승70,+0.85%,0,83,1000,0.00,2,N/A,N/A
1731,ACE 삼성그룹동일가중,16390,0,0.00%,0,82,500,0.00,10,N/A,N/A
1732,SOL 한국형글로벌반도체액티브,10495,하락70,-0.66%,0,82,780,0.00,153,N/A,N/A
1733,에셋플러스 글로벌영에이지액티브,11370,상승30,+0.26%,0,82,720,0.00,9,N/A,N/A
1734,KODEX 모멘텀Plus,11680,하락85,-0.72%,0,82,700,0.00,154,N/A,N/A
1735,KODEX 밸류Plus,9050,하락20,-0.22%,0,81,900,0.00,29,N/A,N/A
1736,KOSEF 코스피100,25455,하락80,-0.31%,0,81,320,0.00,5,N/A,N/A
1737,KOSEF 미국방어배당성장나스닥,13570,상승90,+0.67%,0,81,600,0.00,375,N/A,N/A
1738,ARIRANG 국채선물10년,52155,하락210,-0.40%,0,81,156,0.00,24,N/A,N/A
1739,대상홀딩스우,8900,하락30,-0.34%,1000,81,913,0.44,238,10.25,N/A
1740,동원시스템즈우,30700,하락1250,-3.91%,5000,81,264,0.15,321,12.46,N/A
1741,마이다스 KoreaStock중소형액티브,21530,0,0.00%,0,81,375,0.00,0,N/A,N/A
1742,KOSEF 독일DAX,10730,상승80,+0.75%,0,80,750,0.00,65,N/A,N/A
1743,TIGER 은행,6595,상승20,+0.30%,0,80,1220,0.00,3619,N/A,N/A
1744,KB 인버스 2X 금 선물 ETN(H),16090,상승85,+0.53%,0,80,500,0.00,181,N/A,N/A
1745,히어로즈 TDF2050액티브,10725,상승65,+0.61%,0,80,750,0.00,630,N/A,N/A
1746,TIGER 금은선물(H),10030,하락15,-0.15%,0,80,800,0.00,40,N/A,N/A
1747,ACE 코스피,26735,하락35,-0.13%,0,80,300,0.00,31,N/A,N/A
1748,ACE 미국나스닥100채권혼합액티브,10020,상승20,+0.20%,0,80,800,0.00,983,N/A,N/A
1749,ACE 미국S&P500채권혼합액티브,10000,하락10,-0.10%,0,80,800,0.00,31,N/A,N/A
1750,TIMEFOLIO 미국나스닥100액티브,10810,상승25,+0.23%,0,80,740,0.00,4,N/A,N/A
1751,HANARO Fn조선해운,9990,상승115,+1.16%,0,80,800,0.00,21695,N/A,N/A
1752,VITA 밸류알파액티브,10645,0,0.00%,0,80,750,0.00,0,N/A,N/A
1753,KOSEF 차이나A50커넥트레버리지MSCI(합성H),10640,0,0.00%,0,80,750,0.00,0,N/A,N/A
1754,메리츠 STAR 50 ETN,7950,0,0.00%,0,80,1000,0.00,0,N/A,N/A
1755,ACE 밸류대형,8830,하락30,-0.34%,0,79,900,0.00,10,N/A,N/A
1756,ARIRANG Apple채권혼합Fn,10585,상승35,+0.33%,0,79,750,0.00,25638,N/A,N/A
1757,KB 인버스 KOSPI 200 선물 ETN,11335,상승35,+0.31%,0,79,700,0.00,2,N/A,N/A
1758,신한 인버스 다우존스지수 선물 ETN(H),3955,상승5,+0.13%,0,79,2000,0.00,95,N/A,N/A
1759,KOSEF 200선물레버리지,14890,하락60,-0.40%,0,79,530,0.29,1126,N/A,N/A
1760,KODEX MSCI밸류,11260,0,0.00%,0,79,700,0.00,0,N/A,N/A
1761,KBSTAR 글로벌수소경제Indxx,8755,하락100,-1.13%,0,79,900,0.00,731,N/A,N/A
1762,삼성 알루미늄 선물 ETN,7860,0,0.00%,0,79,1000,0.00,0,N/A,N/A
1763,남선알미우,25500,하락50,-0.20%,500,79,308,0.24,79,107.14,N/A
1764,ARIRANG KS로우사이즈가중TR,15670,0,0.00%,0,78,500,0.00,0,N/A,N/A
1765,KB 레버리지 구리 선물 ETN(H),15645,0,0.00%,0,78,500,0.00,0,N/A,N/A
1766,KB 레버리지 FANG 플러스 ETN(H),15635,하락165,-1.04%,0,78,500,0.00,11,N/A,N/A
1767,메리츠 국채30년 ETN,7815,하락40,-0.51%,0,78,1000,0.00,14,N/A,N/A
1768,ACE 코스닥(합성),12975,0,0.00%,0,78,600,0.00,0,N/A,N/A
1769,ACE 중국과창판STAR50,8650,상승55,+0.64%,0,78,900,0.02,53,N/A,N/A
1770,UNICORN R&D 액티브,11110,0,0.00%,0,78,700,0.00,0,N/A,N/A
1771,TIGER 의료기기,15550,0,0.00%,0,78,500,0.00,48,N/A,N/A
1772,TRUE 베트남 VN30 선물 ETN(H),7770,하락5,-0.06%,0,78,1000,0.00,1,N/A,N/A
1773,KBSTAR KRX300미국달러선물혼합,15530,하락105,-0.67%,0,78,500,0.00,1,N/A,N/A
1774,ACE 스마트밸류,12935,하락60,-0.46%,0,78,600,0.00,10,N/A,N/A
1775,KOSEF 차이나A50커넥트MSCI,9700,상승235,+2.48%,0,78,800,0.00,6,N/A,N/A
1776,TIGER 미국S&P500선물인버스(H),3875,하락5,-0.13%,0,78,2000,0.00,8431,N/A,N/A
1777,TIGER KTOP30,9085,하락40,-0.44%,0,77,850,0.00,121,N/A,N/A
1778,TIMEFOLIO 미국S&P500액티브,10710,하락20,-0.19%,0,77,720,0.00,3,N/A,N/A
1779,삼성 인버스 2X 금 선물 ETN(H),7700,하락30,-0.39%,0,77,1000,0.00,3535,N/A,N/A
1780,KBSTAR 유로스탁스50(H),11800,상승95,+0.81%,0,77,650,0.00,67,N/A,N/A
1781,SOL 한국형글로벌전기차&2차전지액티브,10355,하락65,-0.62%,0,77,740,0.00,192,N/A,N/A
1782,마이다스 200커버드콜5%OTM,12765,0,0.00%,0,77,600,0.00,0,N/A,N/A
1783,KBSTAR 주식혼합,38275,상승115,+0.30%,0,77,200,0.00,1,N/A,N/A
1784,KODEX TDF2040액티브,10910,0,0.00%,0,76,700,0.00,7,N/A,N/A
1785,SOL KRX기후변화솔루션,12710,하락35,-0.27%,0,76,600,0.00,25,N/A,N/A
